"location_id","location_type__001","location_type__002","location_type__003","location_type__004","open_soon","latitude","longitude"
"dc5340","destination charger","","","","0","29.0290150000","119.1666400000"
"dc5366","destination charger","","","","0","34.3248270000","108.9464000000"
"dc5403","destination charger","","","","0","30.6485940000","104.0671000000"
"dc5581","destination charger","","","","0","34.9242940000","113.5149040000"
"dc5436","destination charger","","","","0","21.9685710000","100.4687150000"
"dc5590","destination charger","","","","0","25.0380470000","102.7006820000"
"dc5429","destination charger","","","","0","18.5642010000","110.1468120000"
"dc5341","destination charger","","","","0","33.6193690000","119.1260860000"
"dc5342","destination charger","","","","0","34.2449980000","117.1343680000"
"dc5437","destination charger","","","","0","22.0109050000","100.8204540000"
"dc5300","destination charger","","","","0","29.9106120000","121.7850510000"
"dc5422","destination charger","","","","0","29.2846690000","121.4158780000"
"dc5479","destination charger","","","","0","34.3416940000","108.9369760000"
"dc5382","destination charger","","","","0","22.5360340000","113.9982830000"
"dc5526","destination charger","","","","0","31.2920660000","121.4207800000"
"dc6044","destination charger","","","","0","24.4916710000","110.3954690000"
"dc5325","destination charger","","","","0","29.6477060000","106.7882560000"
"dc5383","destination charger","","","","0","28.6780350000","115.8872270000"
"dc5384","destination charger","","","","0","23.5651810000","113.7865290000"
"dc5343","destination charger","","","","0","28.0407240000","120.6271170000"
"dc5781","destination charger","","","","0","30.6647410000","104.1193660000"
"dc5443","destination charger","","","","0","22.5812910000","113.3939740000"
"dc5302","destination charger","","","","0","29.8311490000","121.5700900000"
"dc5571","destination charger","","","","0","29.9140010000","122.4072270000"
"dc5385","destination charger","","","","0","28.1150220000","113.0017190000"
"dc5404","destination charger","","","","0","38.1800850000","100.2475910000"
"dc5722","destination charger","","","","0","36.0940150000","120.4178220000"
"dc5582","destination charger","","","","0","36.0632800000","120.3810820000"
"dc5405","destination charger","","","","0","36.5593570000","100.5410500000"
"dc5367","destination charger","","","","0","32.9650340000","114.6377820000"
"dc5368","destination charger","","","","0","39.9381830000","119.5925020000"
"dc5430","destination charger","","","","0","24.9427990000","118.6018330000"
"dc5318","destination charger","","","","0","24.7978700000","113.6011570000"
"dc5386","destination charger","","","","0","27.7293070000","114.7984570000"
"dc5387","destination charger","","","","0","22.9038170000","113.6605000000"
"dc5319","destination charger","","","","0","22.6434810000","114.7489370000"
"dc5406","destination charger","","","","0","29.5917850000","103.4814800000"
"dc5388","destination charger","","","","0","22.7392700000","114.2810720000"
"dc5407","destination charger","","","","0","29.6300800000","91.0787530000"
"dc5438","destination charger","","","","0","32.2620980000","91.6858770000"
"dc5431","destination charger","","","","0","18.2301940000","109.6424660000"
"dc5432","destination charger","","","","0","18.3525290000","109.7401620000"
"dc5408","destination charger","","","","0","29.6467740000","91.1423590000"
"dc5433","destination charger","","","","0","22.5662610000","114.5392250000"
"dc5528","destination charger","","","","0","31.2708720000","121.5569080000"
"dc5529","destination charger","","","","0","31.3073890000","121.5122090000"
"dc5503","destination charger","","","","0","31.2395480000","121.5025830000"
"dc5344","destination charger","","","","0","31.1989640000","121.5843950000"
"dc5442","destination charger","","","","0","31.1906320000","121.3886240000"
"dc5448","destination charger","","","","0","31.2217120000","121.4246620000"
"dc5449","destination charger","","","","0","31.2047180000","121.4603340000"
"dc5326","destination charger","","","","0","21.4905120000","109.1346620000"
"dc5409","destination charger","","","","0","30.6429470000","104.0855740000"
"dc5327","destination charger","","","","0","25.2958510000","110.3075010000"
"dc5389","destination charger","","","","0","20.0574860000","110.1978170000"
"dc5345","destination charger","","","","0","30.6025270000","114.2830350000"
"dc5370","destination charger","","","","0","34.2325950000","108.8999220000"
"dc5506","destination charger","","","","0","23.3657410000","116.7478560000"
"dc5390","destination charger","","","","0","23.2471770000","116.6223240000"
"dc5548","destination charger","","","","0","41.7683850000","123.4358550000"
"dc5346","destination charger","","","","0","31.6960260000","119.9120460000"
"dc5413","destination charger","","","","0","20.0517680000","110.2151230000"
"dc5311","destination charger","","","","0","40.8251890000","111.6701440000"
"dc5304","destination charger","","","","0","28.0005800000","120.6840710000"
"dc5305","destination charger","","","","0","31.9241320000","120.2821760000"
"dc5423","destination charger","","","","0","29.6085080000","119.0389790000"
"dc5414","destination charger","","","","0","18.3470280000","109.7397630000"
"dc5415","destination charger","","","","0","18.2279630000","109.6330360000"
"dc5391","destination charger","","","","0","22.5355240000","114.0629380000"
"dc5416","destination charger","","","","0","18.6722920000","110.3554420000"
"dc5434","destination charger","","","","0","23.0218070000","113.4447120000"
"dc5633","destination charger","","","","0","23.0079340000","113.3403860000"
"dc5759","destination charger","","","","0","23.0045990000","113.3501420000"
"dc5634","destination charger","","","","0","23.0092240000","113.3412820000"
"dc5635","destination charger","","","","0","23.0332910000","113.3169000000"
"dc5760","destination charger","","","","0","22.3157020000","113.5933350000"
"dc5532","destination charger","","","","0","31.2716160000","121.4735570000"
"dc5572","destination charger","","","","0","31.7569670000","120.9378760000"
"dc5573","destination charger","","","","0","31.7607820000","120.9386240000"
"dc5306","destination charger","","","","0","31.0699230000","120.3623460000"
"dc5533","destination charger","","","","0","31.0366660000","120.7967990000"
"dc5480","destination charger","","","","0","39.9384470000","116.4543250000"
"dc5393","destination charger","","","","0","28.6834350000","115.8822440000"
"dc5394","destination charger","","","","0","24.4499780000","118.0792360000"
"dc5761","destination charger","","","","0","23.1342420000","113.3321590000"
"dc5559","destination charger","","","","0","23.1044200000","113.0987700000"
"dc5481","destination charger","","","","0","39.6252640000","118.1751680000"
"dc5762","destination charger","","","","0","22.5396670000","114.1108580000"
"dc5784","destination charger","","","","0","22.8127150000","108.3925370000"
"dc5410","destination charger","","","","0","29.6454820000","91.1410530000"
"dc5417","destination charger","","","","0","18.4135850000","109.9548910000"
"dc5411","destination charger","","","","0","29.5568080000","106.5805200000"
"dc5371","destination charger","","","","0","34.2151580000","108.9627220000"
"dc5328","destination charger","","","","0","23.4319960000","101.6910590000"
"dc5636","destination charger","","","","0","22.7206010000","114.2172520000"
"dc5727","destination charger","","","","0","38.8390180000","117.4545990000"
"dc5728","destination charger","","","","0","39.0205730000","117.7040160000"
"dc5482","destination charger","","","","0","39.0910410000","117.2139320000"
"dc5483","destination charger","","","","0","39.1355900000","117.1803370000"
"dc5729","destination charger","","","","0","39.0944810000","117.2025880000"
"dc5730","destination charger","","","","0","39.1477590000","117.1991340000"
"dc5731","destination charger","","","","0","39.1247280000","117.1980840000"
"dc5574","destination charger","","","","0","31.0774890000","121.1198780000"
"dc5372","destination charger","","","","0","38.9312680000","100.4598220000"
"dc5484","destination charger","","","","0","39.9057280000","116.6396410000"
"dc5424","destination charger","","","","0","30.9771860000","121.7695690000"
"dc5485","destination charger","","","","0","39.9215700000","116.4401580000"
"dc5763","destination charger","","","","0","27.8437540000","113.1646700000"
"dc5499","destination charger","","","","0","22.9297240000","113.8928970000"
"dc5486","destination charger","","","","0","39.9162880000","116.4115560000"
"dc5736","destination charger","","","","0","40.9701110000","115.3985470000"
"dc5439","destination charger","","","","0","31.5819720000","104.3468470000"
"dc5737","destination charger","","","","0","39.9103060000","116.4431310000"
"dc5575","destination charger","","","","0","28.0187550000","120.6673510000"
"dc5576","destination charger","","","","0","28.0073410000","120.6547740000"
"dc5313","destination charger","","","","0","39.9178120000","116.3591890000"
"dc5347","destination charger","","","","0","29.8685180000","121.5571260000"
"dc5536","destination charger","","","","0","31.5542130000","120.3100630000"
"dc5537","destination charger","","","","0","30.5095300000","114.3946840000"
"dc5348","destination charger","","","","0","30.4253070000","114.6475330000"
"dc5450","destination charger","","","","0","31.2921800000","118.3825890000"
"dc5538","destination charger","","","","0","31.5544680000","120.3097670000"
"dc5373","destination charger","","","","0","34.2337220000","108.8946940000"
"dc5487","destination charger","","","","0","34.1979900000","108.8883310000"
"dc5488","destination charger","","","","0","34.2235100000","108.9405400000"
"dc5561","destination charger","","","","0","24.5349250000","118.1417170000"
"dc5586","destination charger","","","","0","24.4985760000","118.1237840000"
"dc5349","destination charger","","","","0","28.5851660000","121.3725250000"
"dc5489","destination charger","","","","0","34.7682770000","113.7312410000"
"dc5350","destination charger","","","","0","30.2517730000","120.0545600000"
"dc5539","destination charger","","","","0","30.2490990000","120.0400290000"
"dc5351","destination charger","","","","0","29.7108480000","120.2608780000"
"dc5587","destination charger","","","","0","24.2717090000","116.0867960000"
"dc5637","destination charger","","","","0","22.9561950000","113.4961010000"
"dc5329","destination charger","","","","0","36.6247270000","101.7720250000"
"dc5453","destination charger","","","","0","30.1702940000","121.2486950000"
"dc5455","destination charger","","","","0","30.2998710000","120.1071310000"
"dc5458","destination charger","","","","0","29.6637210000","121.4120540000"
"dc5459","destination charger","","","","0","30.4995800000","120.6935950000"
"dc5461","destination charger","","","","0","31.8171520000","117.2335680000"
"dc5460","destination charger","","","","0","31.8624820000","117.2925130000"
