"location_id","location_type__001","location_type__002","location_type__003","open_soon","latitude","longitude"
"dc23424","destination charger","standard charger","","0","45.8185180000","8.8299080000"
"dc24555","destination charger","standard charger","","0","49.9885470000","7.8679330000"
"dc22065","destination charger","standard charger","","0","-20.7522470000","116.8485350000"
"dc23264","destination charger","standard charger","","0","-32.7590040000","151.2523470000"
"dc24767","destination charger","standard charger","","0","-38.0403750000","145.3622200000"
"dc24151","destination charger","standard charger","","0","-27.8531840000","153.3063450000"
"dc24198","destination charger","standard charger","","0","-27.4721240000","153.0367060000"
"woodallsouthboundsupercharger","supercharger","standard charger","","0","53.3141450000","-1.2819040000"
"dc2204","destination charger","","","0","34.7510470000","137.8428200000"
"dc19458","destination charger","","","0","35.8300500000","140.3774380000"
"dc12654","destination charger","","","0","33.7931360000","-84.4039100000"
"dc22948","destination charger","","","0","32.0259880000","-116.6152170000"
"dc22734","destination charger","","","0","25.6349770000","-100.3639900000"
"dc25700","destination charger","","","0","40.6925790000","-73.9852520000"
"dc25701","destination charger","","","0","40.8039630000","-73.9660320000"
"dc21232","destination charger","","","0","44.6830010000","-63.6769410000"
"dc21559","destination charger","","","0","27.2715170000","-82.4657200000"
"dc17125","destination charger","","","0","38.8337140000","-104.8266720000"
"dc16355","destination charger","","","0","27.3105010000","-82.5747430000"
"dc634","destination charger","","","0","38.6468980000","-122.9276870000"
"dc13591","destination charger","","","0","37.0592730000","139.9781160000"
"dc10295","destination charger","standard charger","","0","51.8675310000","4.5576200000"
"dc14613","destination charger","standard charger","","0","-27.9947110000","153.4288670000"
"dc22342","destination charger","","","0","-27.0838340000","153.1331960000"
"roermond","store","","","0","51.1998240000","5.9894300000"
"lausanne","store","","","0","46.5217040000","6.6289620000"
"albacetesupercharger","supercharger","standard charger","","0","39.1346750000","-2.0390130000"
"walloon","store","","","0","50.4136890000","4.4425350000"
"limburg","store","","","0","50.9884780000","5.3860680000"
"alnoaymahsupercharger","supercharger","standard charger","","0","32.4237840000","35.9499730000"
"alqatranahsupercharger","supercharger","standard charger","","0","31.2764390000","36.0546140000"
"gweirahsupercharger","supercharger","standard charger","","0","29.8255620000","35.3325230000"
"aqabakinghusseininternationalairportsupercharger","supercharger","","","0","29.5997210000","35.0271930000"
"dc25927","standard charger","destination charger","","0","31.7512590000","35.5899650000"
"dc25928","standard charger","destination charger","","0","31.7186670000","35.5869020000"
"dc25929","standard charger","destination charger","","0","31.7218880000","35.5871620000"
"dc25930","standard charger","destination charger","","0","31.7176870000","35.5883630000"
"dc25931","standard charger","destination charger","","0","31.7153350000","35.5861900000"
"dc25932","standard charger","destination charger","","0","31.7076780000","35.5842980000"
"dc25933","standard charger","destination charger","","0","31.7135190000","35.5859080000"
"dc25934","standard charger","destination charger","","0","31.7457110000","35.5931890000"
"vinstrasupercharger","supercharger","standard charger","","0","61.5917470000","9.7227410000"
"changzhouchangfaplazasupercharger","supercharger","","","0","31.8125890000","119.9794920000"
"maritimesquaresupercharger","supercharger","standard charger","","0","22.3592810000","114.1081840000"
"elementshongkongsupercharger","supercharger","standard charger","","0","22.3048800000","114.1615190000"
"dc23261","destination charger","standard charger","","0","-43.5259460000","172.6287850000"
"dc23694","destination charger","standard charger","","0","24.1401980000","120.6893420000"
"dc25671","destination charger","standard charger","","0","24.1400340000","120.6914190000"
"dc24120","destination charger","standard charger","","0","24.1652520000","120.6437130000"
"dc25056","destination charger","standard charger","","0","24.1552340000","120.6248550000"
"dc26003","destination charger","standard charger","","0","25.0353360000","121.5624690000"
"dc25008","standard charger","destination charger","","0","22.5956240000","120.3086440000"
"dc23698","destination charger","standard charger","","0","24.8274480000","121.7557950000"
"dc2240","destination charger","","","0","27.9645770000","-82.5497560000"
"dc21313","destination charger","","","0","31.7874380000","-106.4084040000"
"dc22272","destination charger","","","0","40.9487670000","-72.6036480000"
"dc23372","destination charger","","","0","28.6267560000","-106.1148460000"
"dc23957","destination charger","","","0","25.6595400000","-100.4162140000"
"dc25147","destination charger","","","0","28.6318500000","-106.0984020000"
"dc22506","destination charger","","","0","26.1315700000","-80.1038870000"
"dc23952","destination charger","","","0","38.5963480000","-122.6022680000"
"dc24727","destination charger","","","0","26.0564960000","-98.3636870000"
"dc24498","destination charger","","","0","27.5091380000","-109.9310640000"
"dc24634","destination charger","","","0","27.0197160000","-108.9349600000"
"dc6339","destination charger","","","0","30.3438820000","-87.0791670000"
"dc11790","destination charger","","","0","37.0739031000","-78.0007880000"
"dc22344","destination charger","","","0","27.9417640000","-82.3337750000"
"dc23727","destination charger","","","0","38.3109000000","-88.9467840000"
"dc23758","destination charger","","","0","38.6230000000","-88.9704180000"
"dc24088","destination charger","","","0","26.7064090000","-80.0518810000"
"dc22684","destination charger","","","0","48.2492570000","-116.6030740000"
"dc25746","destination charger","","","0","30.3451630000","-87.0804220000"
"dc21526","destination charger","","","0","35.6787610000","-83.7823540000"
"dc14439","destination charger","","","0","28.3985900000","-80.6157990000"
"dc22367","destination charger","","","0","41.5846200000","-83.7053010000"
"dc19992","destination charger","","","0","28.1891550000","-82.5400060000"
"dc12599","destination charger","","","0","37.2431240000","-76.6596790000"
"dc17382","destination charger","","","0","44.9102860000","-93.5583020000"
"dc15887","destination charger","","","0","36.8526470000","-75.9798550000"
"dc12860","destination charger","","","0","24.5701960000","-81.7531930000"
"dc6143","destination charger","standard charger","","0","22.3069070000","114.1862020000"
"dc23581","destination charger","standard charger","","0","22.2902780000","114.1941320000"
"dc15486","destination charger","standard charger","","0","55.6781140000","12.4578910000"
"dc21033","destination charger","standard charger","","0","43.9330410000","12.4499040000"
"dc23933","destination charger","standard charger","","0","40.4552720000","-3.6943150000"
"dc15729","destination charger","standard charger","","0","47.6085060000","12.8989580000"
"dc16911","destination charger","standard charger","","0","46.7866610000","10.2388300000"
"dc19245","destination charger","standard charger","","0","46.1527010000","-1.2762060000"
"dc20161","destination charger","standard charger","","0","53.9876830000","-0.9506600000"
"dc20162","destination charger","standard charger","","0","53.9163420000","-1.2772420000"
"dc21985","destination charger","standard charger","","0","43.5681380000","13.2315550000"
"dc23070","destination charger","standard charger","","0","45.0282840000","9.6864220000"
"dc23082","destination charger","standard charger","","0","44.5624210000","4.7463770000"
"dc24217","destination charger","standard charger","","0","37.2320080000","15.2230270000"
"dc24560","destination charger","standard charger","","0","46.1417630000","10.9650890000"
"dc15967","destination charger","standard charger","","0","46.5642840000","13.2721200000"
"dc18373","destination charger","standard charger","","0","57.3023490000","13.5382030000"
"dc21335","destination charger","standard charger","","0","49.2040580000","-0.5958300000"
"dc22369","destination charger","standard charger","","0","44.0462080000","1.3902920000"
"dc23554","destination charger","standard charger","","0","51.1932500000","8.5274210000"
"dc16678","destination charger","standard charger","","0","50.1052080000","8.9168580000"
"dc20271","destination charger","standard charger","","0","51.8403120000","7.2903970000"
"dc20665","destination charger","standard charger","","0","56.0953430000","8.2364180000"
"dc20876","destination charger","standard charger","","0","46.7671860000","12.1029340000"
"dc20901","destination charger","standard charger","","0","52.5641920000","-8.7777900000"
"dc22534","destination charger","standard charger","","0","45.5198210000","10.4404350000"
"dc22709","destination charger","standard charger","","0","46.4817770000","11.7880080000"
"dc24171","destination charger","standard charger","","0","62.3172070000","7.2943910000"
"dc24501","destination charger","standard charger","","0","48.0151944800","7.8023570000"
"dc20716","destination charger","standard charger","","0","48.2178850000","5.9360270000"
"dc23101","destination charger","standard charger","","0","44.5363150000","6.4917320000"
"dc22953","destination charger","standard charger","","0","56.2412480000","-4.2027740000"
"dc17628","destination charger","standard charger","","0","45.8092910000","10.7880570000"
"dc24696","destination charger","standard charger","","0","48.5385310000","7.4965590000"
"dc11094","destination charger","standard charger","","0","51.7862380000","0.8049740000"
"dc13051","destination charger","standard charger","","0","50.5205060000","10.9687840000"
"dc15127","destination charger","standard charger","","0","47.6091960000","10.6823820000"
"dc16215","destination charger","standard charger","","0","47.0212350000","8.3256310000"
"dc16632","destination charger","standard charger","","0","51.0591400000","8.8015430000"
"dc16984","destination charger","standard charger","","0","45.9086830000","8.5040880000"
"dc17703","destination charger","standard charger","","0","49.0695940000","12.9138910000"
"dc18256","destination charger","standard charger","","0","51.2036100000","10.1069070000"
"dc18307","destination charger","standard charger","","0","46.1576340000","8.7698300000"
"dc18985","destination charger","standard charger","","0","47.1613040000","8.1779940000"
"dc19445","destination charger","standard charger","","0","56.6901960000","9.5125510000"
"dc20032","destination charger","standard charger","","0","59.4475980000","16.6233530000"
"dc20856","destination charger","standard charger","","0","51.0417130000","10.0809350000"
"dc21083","destination charger","standard charger","","0","51.8867890000","-5.2695610000"
"dc21397","destination charger","standard charger","","0","45.9176730000","6.8586960000"
"dc21481","destination charger","standard charger","","0","45.5660830000","5.9216950000"
"dc22353","destination charger","standard charger","","0","47.8021530000","3.6602540000"
"dc22865","destination charger","standard charger","","0","46.6254630000","8.0314220000"
"dc10261","destination charger","standard charger","","0","51.5529150000","4.9446770000"
"dc14157","standard charger","destination charger","","0","47.2112680000","11.0085380000"
"dc15906","destination charger","standard charger","","0","45.4395350000","11.0812960000"
"dc16056","destination charger","standard charger","","0","52.2193820000","6.1463070000"
"dc16542","destination charger","standard charger","","0","51.1133890000","2.6360880000"
"dc17212","destination charger","standard charger","","0","51.2287660000","4.9780590000"
"dc17717","destination charger","standard charger","","0","47.2692000000","11.3977250000"
"dc17937","destination charger","standard charger","","0","42.5092130000","1.5392970000"
"dc18059","destination charger","standard charger","","0","52.6992585000","1.4676404000"
"dc19398","destination charger","standard charger","","0","51.8110170000","-0.1648310000"
"dc20067","destination charger","standard charger","","0","51.6214360000","-3.9444240000"
"dc20202","destination charger","standard charger","","0","47.2563830000","-2.3383920000"
"dc21705","standard charger","destination charger","","0","47.2730950000","4.4891630000"
"dc22072","destination charger","standard charger","","0","50.4230650000","7.5436520000"
"dc22529","destination charger","standard charger","","0","44.2962290000","5.6460910000"
"dc23895","destination charger","standard charger","","0","45.9161300000","6.6077380000"
"dc24456","destination charger","standard charger","","0","51.8641530000","10.6768360000"
"dc24655","destination charger","standard charger","","0","47.7925740000","12.9883150000"
"dc25013","destination charger","standard charger","","0","48.3831770000","13.5128360000"
"dc12912","destination charger","standard charger","","0","50.0985280000","11.8695750000"
"dc14095","destination charger","standard charger","","0","47.3250490000","12.7975190000"
"dc18248","destination charger","standard charger","","0","53.7011890000","12.5425040000"
"dc18262","destination charger","standard charger","","0","46.9862850000","10.0281940000"
"dc19118","destination charger","standard charger","","0","47.5453220000","15.5222780000"
"dc20662","destination charger","standard charger","","0","43.9662850000","4.7881570000"
"dc20673","destination charger","standard charger","","0","55.4565050000","10.5568390000"
"dc20931","destination charger","standard charger","","0","41.6857370000","1.8356550000"
"dc21365","destination charger","standard charger","","0","53.0767480000","-9.1841730000"
"dc23080","destination charger","standard charger","","0","54.3737480000","13.6995680000"
"dc23570","destination charger","standard charger","","0","49.9715370000","9.1430410000"
"dc23744","destination charger","standard charger","","0","48.3493820000","6.3202130000"
"dc24616","destination charger","standard charger","","0","46.0533420000","14.5062820000"
"dc25066","destination charger","standard charger","","0","47.4475600000","12.3317590000"
"dc11611","standard charger","destination charger","","0","45.8180360000","10.7956120000"
"dc14321","standard charger","destination charger","","0","47.4973610000","19.0523030000"
"dc15021","destination charger","standard charger","","0","46.8116060000","11.8801720000"
"dc15602","destination charger","standard charger","","0","49.2125250000","16.6047180000"
"dc17229","destination charger","standard charger","","0","48.8998770000","18.0571410000"
"dc17230","destination charger","standard charger","","0","49.8033800000","18.2512170000"
"dc17597","destination charger","standard charger","","0","49.1191290000","20.0589850000"
"dc17661","destination charger","standard charger","","0","53.4318270000","14.5597120000"
"dc17665","destination charger","standard charger","","0","50.2245610000","12.8765590000"
"dc17690","destination charger","standard charger","","0","45.5034260000","10.9464310000"
"dc18716","destination charger","standard charger","","0","43.0945610000","11.7964150000"
"dc19538","destination charger","standard charger","","0","43.1740170000","13.5338270000"
"dc19801","destination charger","standard charger","","0","45.3540640000","11.7837170000"
"dc20013","destination charger","standard charger","","0","50.0929520000","14.4090320000"
"dc20839","destination charger","standard charger","","0","45.8998170000","10.7052190000"
"dc21219","destination charger","standard charger","","0","52.2355460000","21.0015570000"
"dc23188","destination charger","standard charger","","0","46.1542490000","4.7239480000"
"dc23230","destination charger","standard charger","","0","44.5768510000","7.9144470000"
"dc23463","destination charger","standard charger","","0","50.0950120000","6.7588750000"
"dc14889","destination charger","standard charger","","0","46.7705090000","11.8585090000"
"dc17429","destination charger","standard charger","","0","45.9452230000","9.1869170000"
"dc17592","destination charger","standard charger","","0","49.6352380000","3.0646950000"
"dc17719","destination charger","standard charger","","0","46.0979540000","7.9576770000"
"dc18219","destination charger","standard charger","","0","47.4306090000","9.4909810000"
"dc19020","destination charger","standard charger","","0","44.0304550000","8.1142340000"
"dc22204","standard charger","destination charger","","0","45.8896860000","6.6996980000"
"dc22577","destination charger","standard charger","","0","43.5929220000","10.8208840000"
"dc22638","destination charger","standard charger","","0","45.8599840000","9.1016110000"
"dc22639","destination charger","standard charger","","0","45.8598650000","9.1012530000"
"dc24769","destination charger","standard charger","","0","-37.8162380000","144.9709550000"
"dc17183","destination charger","standard charger","","0","-37.8752470000","144.6796380000"
"dc24598","destination charger","standard charger","","0","-34.3868440000","136.1053060000"
"gruenwald","store","","","0","48.0437300000","11.5277200000"
"indianapolis","store","service","","0","39.9069700000","-86.0713150000"
"dc25815","destination charger","standard charger","","0","24.8202760000","121.0279060000"
"dc25908","destination charger","standard charger","","0","24.1643790000","120.6445200000"
"dc26294","standard charger","destination charger","","0","22.6561020000","120.3075260000"
"dc26004","destination charger","standard charger","","0","24.1325670000","120.6491140000"
"dc19508","destination charger","","","0","20.7124300000","-103.4126350000"
"dc20113","destination charger","","","0","26.1415880000","-81.7880790000"
"dc20521","destination charger","","","0","41.2037180000","-73.2715820000"
"dc23133","destination charger","","","0","49.8879080000","-97.1295240000"
"dc22982","destination charger","","","0","40.8166530000","-74.2212520000"
"dc23374","destination charger","","","0","19.4300080000","-99.2113150000"
"dc25183","destination charger","","","0","20.5885060000","-100.3677370000"
"dc25470","destination charger","","","0","30.2599770000","-97.7391490000"
"dc382","destination charger","","","0","50.1969740000","-119.3927260000"
"dc22503","destination charger","","","0","27.3905240000","-82.4464320000"
"dc23377","destination charger","","","0","19.4277320000","-99.2039500000"
"dc23961","destination charger","","","0","27.9000890000","-97.1433240000"
"dc24416","destination charger","","","0","40.7725740000","-73.9819510000"
"dc11728","destination charger","","","0","38.4000624000","-122.3591091000"
"dc21369","destination charger","","","0","30.3023710000","-104.0206040000"
"dc22268","destination charger","","","0","20.7128020000","-103.4122540000"
"dc22266","destination charger","","","0","20.7124310000","-103.4098610000"
"dc22267","destination charger","","","0","20.7082150000","-103.4110120000"
"dc11435","destination charger","","","0","42.3410950000","-73.2665610000"
"dc13168","destination charger","","","0","47.7050190000","-116.9435170000"
"dc774","destination charger","","","0","40.5811735000","-122.3582499000"
"dc17846","destination charger","","","0","41.9534670000","-70.0102900000"
"dc24495","destination charger","","","0","34.9712960000","139.1005980000"
"dc21323","destination charger","standard charger","","0","22.2510740000","114.1498360000"
"dc21864","destination charger","standard charger","","0","22.3078013000","114.2574056000"
"dc14612","destination charger","standard charger","","0","-27.9670630000","153.4261330000"
"dc19010","destination charger","standard charger","","0","-36.3841870000","146.5765830000"
"dc23697","destination charger","standard charger","","0","-33.9181760000","120.1358870000"
"dc26162","destination charger","standard charger","","0","-33.8369540000","151.0270350000"
"dc24639","destination charger","standard charger","","0","-45.1057440000","170.9554980000"
"dc17662","destination charger","standard charger","","0","49.7205650000","13.3713910000"
"dc21567","destination charger","standard charger","","0","52.1231200000","21.2343390000"
"dc22352","destination charger","standard charger","","0","42.7874020000","0.0205090000"
"dc22673","destination charger","standard charger","","0","49.0422390000","3.9644590000"
"dc24160","destination charger","standard charger","","0","49.8421950000","18.2689180000"
"dc9854","destination charger","standard charger","","0","45.5250420000","10.7917700000"
"dc13617","destination charger","standard charger","","0","40.6513720000","14.6129890000"
"dc18973","destination charger","standard charger","","0","41.6200520000","13.3181940000"
"dc22963","destination charger","standard charger","","0","42.1361440000","-7.9402500000"
"dc23315","destination charger","standard charger","","0","48.6884910000","1.9767810000"
"dc14550","destination charger","standard charger","","0","41.5075410000","13.8339750000"
"dc19360","destination charger","standard charger","","0","46.8023370000","7.9350720000"
"dc21980","destination charger","standard charger","","0","45.3658140000","0.6507860000"
"dc22748","destination charger","standard charger","","0","45.5802110000","9.4166910000"
"dc22837","destination charger","standard charger","","0","47.6663490000","-2.7690390000"
"dc22968","destination charger","standard charger","","0","59.8794720000","12.2913770000"
"dc23127","destination charger","standard charger","","0","50.7204930000","-1.1098500000"
"dc25230","destination charger","standard charger","","0","51.4075080000","-0.6348340000"
"dc22479","destination charger","standard charger","","0","48.8746520000","12.5671520000"
"dc25170","destination charger","standard charger","","0","51.5940640000","7.1233810000"
"warwicknorthboundsupercharger","supercharger","standard charger","","0","52.2160650000","-1.5047960000"
"airedurvillerssupercharger","supercharger","standard charger","","0","49.7870190000","3.3356260000"
"santafesupercharger","supercharger","standard charger","","0","35.6118720000","-106.0314420000"
"naplessupercharger","supercharger","standard charger","","0","26.1445470000","-81.7888340000"
"fukuokagallery","store","","","0","33.5947540000","130.3596600000"
"dc23164","destination charger","","","0","45.0468770000","-78.6969190000"
"dc23406","destination charger","","","0","29.6568040000","-95.0278720000"
"dc13390","destination charger","","","0","38.4874090000","-122.4377550000"
"dc17093","destination charger","","","0","37.4186510000","-122.1351190000"
"dc18848","destination charger","","","0","39.2814450000","-120.1198070000"
"dc20516","destination charger","","","0","46.7674930000","-71.2870450000"
"dc25161","destination charger","","","0","26.9260810000","-101.4198470000"
"dc26534","destination charger","","","0","20.5186380000","-100.8439370000"
"dc26535","destination charger","","","0","38.6091240000","-122.8704560000"
"dc17612","destination charger","","","0","28.4016940000","-81.4710990000"
"dc20167","destination charger","","","0","35.1367310000","-80.9299900000"
"dc23599","destination charger","","","0","50.0961960000","-122.9958710000"
"dc3440","destination charger","","","0","32.9600620000","-117.2659860000"
"dc22946","destination charger","","","0","30.4385270000","-90.0809060000"
"dc24725","destination charger","","","0","19.4339480000","-99.1830490000"
"dc24934","destination charger","","","0","25.6506340000","-100.3829360000"
"dc25397","destination charger","","","0","18.6375470000","-99.2710050000"
"dc25462","destination charger","","","0","34.8696040000","-111.7585060000"
"dc5904","destination charger","","","0","38.7328430000","-106.1628290000"
"dc16710","destination charger","","","0","47.6426310000","-117.5375330000"
"dc23353","destination charger","","","0","21.0179090000","-89.5845660000"
"dc23923","destination charger","","","0","47.6618690000","-122.3154150000"
"dc714","destination charger","","","0","38.9039120000","-77.0612160000"
"dc1139","destination charger","","","0","40.7014610000","-73.9955660000"
"dc25396","destination charger","","","0","18.9655130000","-99.2392810000"
"dc24674","destination charger","","","0","38.6732400000","-122.9338230000"
"dc22985","destination charger","","","0","30.2514460000","-97.7493300000"
"dc15203","destination charger","","","0","39.6040580000","-106.5180740000"
"dc17879","destination charger","","","0","38.6527590000","-122.9250480000"
"dc19543","destination charger","","","0","36.1690150000","-86.6709490000"
"dc14661","destination charger","standard charger","","0","-26.4010280000","153.0837940000"
"dc22096","destination charger","standard charger","","0","-30.2872500000","153.1273710000"
"dc25399","destination charger","standard charger","","0","-32.8822730000","115.6576380000"
"dc25393","destination charger","standard charger","","0","-37.1656440000","139.7620280000"
"dc24642","destination charger","standard charger","","0","-40.8969550000","175.0313450000"
"aixenprovencevaldelarcsupercharger","supercharger","standard charger","","0","43.5119380000","5.4664330000"
"taichungtopcity","store","","","0","24.1603260000","120.6384330000"
"elpasosupercharger","supercharger","standard charger","","0","31.8839000000","-106.5837900000"
"arlingtonsupercharger","supercharger","standard charger","","0","32.7546590000","-97.0828230000"
"athensalsupercharger","supercharger","","","0","34.7854160000","-86.9428640000"
"bolingbrooksupercharger","supercharger","","","0","41.7221710000","-88.0374400000"
"bostonmasupercharger","supercharger","standard charger","","0","42.3471700000","-71.0810030000"
"breezewoodsupercharger","supercharger","standard charger","","0","39.9998420000","-78.2386970000"
"bristoltnsupercharger","supercharger","standard charger","","0","36.5917100000","-82.2612270000"
"cambridgeohsupercharger","supercharger","standard charger","","0","40.0035690000","-81.5749670000"
"charlestonwvsupercharger","supercharger","standard charger","","0","38.3547150000","-81.6428090000"
"charlottesvillesupercharger","supercharger","standard charger","","0","38.0672940000","-78.4930750000"
"chicagoneweastsidesupercharger","supercharger","standard charger","","0","41.8865100000","-87.6197200000"
"dowssupercharger","supercharger","standard charger","","0","42.6740080000","-93.4627790000"
"edmontonsupercharger","supercharger","standard charger","","0","53.4865570000","-113.5151020000"
"erwinnysupercharger","supercharger","standard charger","","0","42.1707570000","-77.1080630000"
"evanstonsupercharger","supercharger","standard charger","","0","41.2631570000","-110.9853090000"
"fallscreeksupercharger","supercharger","standard charger","","0","41.1407790000","-78.7849270000"
"flatoniasupercharger","supercharger","standard charger","","0","29.6979040000","-97.0999930000"
"burlingtonnjsupercharger","supercharger","standard charger","","0","40.1018170000","-74.7933630000"
"floridacitysupercharger","supercharger","","","0","25.4565670000","-80.4743330000"
"ftmyerssupercharger","supercharger","standard charger","","1","26.6406280000","-81.8723084000"
"grasonvillesupercharger","supercharger","standard charger","","0","38.9657290000","-76.2209380000"
"grenadasupercharger","supercharger","standard charger","","0","33.7873840000","-89.8496140000"
"lavalesupercharger","supercharger","standard charger","","0","39.6362870000","-78.8457310000"
"lakeelsinoresupercharger","supercharger","standard charger","","1","33.6679130000","-117.3277520000"
"lansingsupercharger","supercharger","standard charger","","0","42.7665310000","-84.5145740000"
"laramiesupercharger","supercharger","standard charger","","0","41.3251250000","-105.6180990000"
"laredosupercharger","supercharger","standard charger","","0","27.5550030000","-99.4942400000"
"lavalsupercharger","supercharger","standard charger","","0","45.5703440000","-73.7475820000"
"laytonvillesupercharger","supercharger","standard charger","","1","39.6882116000","-123.4827942000"
"leominstersupercharger","supercharger","standard charger","","0","42.5295920000","-71.7442010000"
"levisqcsupercharger","supercharger","standard charger","","0","46.7303190000","-71.2682300000"
"littlerocksupercharger","supercharger","standard charger","","0","34.6614000000","-92.4103100000"
"liveoaksupercharger","supercharger","standard charger","","0","30.3313960000","-82.9613630000"
"livoniasupercharger","supercharger","standard charger","","0","42.3793880000","-83.3295350000"
"lonetreesupercharger","supercharger","standard charger","","0","39.5627310000","-104.8734540000"
"longbeachsupercharger","supercharger","standard charger","","1","33.7700504000","-118.1937395000"
"lowermanhattansupercharger","supercharger","standard charger","","1","40.7230810000","-74.0008000000"
"lubbocksupercharger","supercharger","standard charger","","1","33.5778631000","-101.8551665000"
"ludingtonsupercharger","supercharger","standard charger","","0","43.9571030000","-86.3760930000"
"lyndonsupercharger","supercharger","standard charger","","1","44.5453088000","-72.0000723000"
"lynnfieldsupercharger","supercharger","standard charger","","1","42.5386900000","-71.0465638000"
"lynnwoodsupercharger","supercharger","standard charger","","0","47.8467140000","-122.2713890000"
"madisongasupercharger","supercharger","standard charger","","1","33.5928872200","-83.4741210900"
"madisonwisupercharger","supercharger","standard charger","","0","43.1191750000","-89.3191240000"
"madrassupercharger","supercharger","standard charger","","1","44.6325050800","-121.1256409000"
"manchestertnsupercharger","supercharger","standard charger","","1","35.4817750000","-86.0885520000"
"manhattannysupercharger","supercharger","standard charger","","1","40.7831590000","-73.9716360000"
"manhattanmidtownsupercharger","supercharger","standard charger","","1","40.7549530000","-73.9840340000"
"manorvillesupercharger","supercharger","standard charger","","1","40.8737096000","-72.8078790000"
"mansfieldsupercharger","supercharger","standard charger","","1","42.0326640000","-71.2205460000"
"marincitycasupercharger","supercharger","standard charger","","1","37.8685380000","-122.5091404000"
"marionsupercharger","supercharger","standard charger","","1","37.7294526100","-88.9233398400"
"markhamsupercharger","supercharger","standard charger","","0","43.8674940000","-79.2857180000"
"marshallsupercharger","supercharger","standard charger","","0","42.2918570000","-84.9640970000"
"mcallensupercharger","supercharger","standard charger","","0","26.1984460000","-98.2598210000"
"mendocinosupercharger","supercharger","standard charger","","1","39.3076744000","-123.7994591000"
"mettersupercharger","supercharger","standard charger","","1","32.3971180000","-82.0601195000"
"mexicocitysupercharger","supercharger","standard charger","","1","19.4327750000","-99.1395010000"
"miamibrickellsupercharger","supercharger","standard charger","","1","25.7601360000","-80.1960850000"
"miamiwynwoodsupercharger","supercharger","standard charger","","1","25.8042980000","-80.1991430000"
"milescitysupercharger","supercharger","standard charger","","1","46.4083362000","-105.8405582000"
"milfordbostonpostsupercharger","supercharger","standard charger","","0","41.2381190000","-73.0361330000"
"milwaukeesupercharger","supercharger","standard charger","","1","43.0384870000","-87.9064970000"
"minneapolissupercharger","supercharger","standard charger","","1","44.9755330000","-93.2700630000"
"mississaugameadowvalesupercharger","supercharger","standard charger","","1","43.6288370000","-79.7233630000"
"mississaugaonsupercharger","supercharger","standard charger","","1","43.5890452000","-79.6441198000"
"monroewashingtonsupercharger","supercharger","standard charger","","0","47.8625720000","-121.9765850000"
"montereysupercharger","supercharger","standard charger","","0","36.5857490000","-121.8987260000"
"monterreynlsupercharger","supercharger","standard charger","","1","25.6959880500","-100.3051758000"
"montgomerysupercharger","supercharger","standard charger","","1","32.3668052000","-86.2999689000"
"monttremblantsupercharger","supercharger","standard charger","","0","46.1164870000","-74.5740800000"
"moreliasupercharger","supercharger","standard charger","","1","19.7046575800","-101.1978149000"
"morgantownsupercharger","supercharger","standard charger","","0","39.5790500000","-79.9534180000"
"mountlaurelsupercharger","supercharger","standard charger","","1","39.9340020000","-74.8909988000"
"mountainhomesupercharger","supercharger","standard charger","","1","43.1329045700","-115.6913567000"
"nacogdochessupercharger","supercharger","standard charger","","0","31.6517930000","-94.6796250000"
"nanaimosupercharger","supercharger","standard charger","","0","49.2378970000","-124.0547270000"
"napasupercharger","supercharger","standard charger","","1","38.2975381000","-122.2868650000"
"nashvilletnsupercharger","supercharger","standard charger","","1","36.1626638000","-86.7816016000"
"naticksupercharger","supercharger","standard charger","","1","42.2775281000","-71.3468091000"
"nationalharborsupercharger","supercharger","standard charger","","0","38.7857880000","-77.0157720000"
"neworleanssupercharger","supercharger","standard charger","","1","29.9510658000","-90.0715323000"
"newrochellesupercharger","supercharger","standard charger","","1","40.9114882000","-73.7823549000"
"northbayonsupercharger","supercharger","standard charger","","1","46.3091152000","-79.4608204000"
"northconwaysupercharger","supercharger","standard charger","","1","44.0536805000","-71.1284041000"
"northeastmdsupercharger","supercharger","standard charger","","0","39.6122400000","-76.0087800000"
"northhuntingdonsupercharger","supercharger","standard charger","","0","40.3141290000","-79.6713870000"
"northstamfordsupercharger","supercharger","standard charger","","1","41.1388560000","-73.5714330000"
"northyorksupercharger","supercharger","standard charger","","1","43.7615377000","-79.4110794000"
"northridgesupercharger","supercharger","standard charger","","1","34.2383470000","-118.5307140000"
"okanogansupercharger","supercharger","standard charger","","1","48.3452972800","-119.6026611000"
"oldlymesupercharger","supercharger","standard charger","","1","41.3159540000","-72.3294770000"
"olympiasupercharger","supercharger","standard charger","","1","47.0378741000","-122.9006951000"
"ontarioorsupercharger","supercharger","standard charger","","1","44.0268901100","-116.9631958000"
"orlandofloridasupercharger","supercharger","standard charger","","1","28.5383355000","-81.3792365000"
"orleansmasupercharger","supercharger","standard charger","","1","41.7898354000","-69.9897323000"
"osagebeachsupercharger","supercharger","standard charger","","0","38.1618380000","-92.6056640000"
"oshkoshsupercharger","supercharger","standard charger","","0","44.0287780000","-88.5925280000"
"ottawasupercharger","supercharger","standard charger","","0","45.4263870000","-75.6907940000"
"owensoundsupercharger","supercharger","standard charger","","1","44.5690305000","-80.9405602000"
"oxfordalsupercharger","supercharger","standard charger","","0","33.6099370000","-85.7821180000"
"palmdesertsupercharger","supercharger","standard charger","","1","33.7222445000","-116.3744556000"
